state,year,week,week_cases,m_accum,f_accum,cases_accum
Michoacán,2014,4,0,0,1,1
Morelos,2014,4,0,0,0,0
Nayarit,2014,4,0,0,0,0
Nuevo León,2014,4,0,0,0,0
Oaxaca,2014,4,0,0,0,0
Puebla,2014,4,0,0,0,0
Querétaro,2014,4,0,0,0,0
Quintana Roo,2014,4,0,0,0,0
San Luis Potosí,2014,4,0,0,0,0
Sinaloa,2014,4,0,0,0,0
Sonora,2014,4,0,0,0,0
Tabasco,2014,4,0,0,0,0
Tamaulipas,2014,4,0,0,0,0
Tlaxcala,2014,4,0,0,0,0
Veracruz,2014,4,0,0,0,0
Yucatán,2014,4,0,0,0,0
Zacatecas,2014,4,0,0,0,0
Aguascalientes,2014,5,0,0,0,0
Baja California,2014,5,0,5,10,15
Baja California Sur,2014,5,1,1,3,4
Campeche,2014,5,0,0,0,0
Coahuila,2014,5,0,0,0,0
Colima,2014,5,0,0,0,0
Chiapas,2014,5,0,0,0,0
Chihuahua,2014,5,0,0,0,0
Distrito Federal,2014,5,0,0,0,0
Durango,2014,5,0,0,0,0
Guanajuato,2014,5,0,0,0,0
Guerrero,2014,5,0,0,0,0
Hidalgo,2014,5,0,0,0,0
Jalisco,2014,5,0,0,0,0
México,2014,5,0,0,0,0
Michoacán,2014,5,1,0,2,2
Morelos,2014,5,0,0,0,0
Nayarit,2014,5,0,0,0,0
Nuevo León,2014,5,0,0,0,0
Oaxaca,2014,5,0,0,0,0
Puebla,2014,5,0,0,0,0
Querétaro,2014,5,0,0,0,0
Quintana Roo,2014,5,0,0,0,0
San Luis Potosí,2014,5,0,0,0,0
Sinaloa,2014,5,0,0,0,0
Sonora,2014,5,0,0,0,0
Tabasco,2014,5,0,0,0,0
Tamaulipas,2014,5,0,0,0,0
Tlaxcala,2014,5,0,0,0,0
Veracruz,2014,5,0,0,0,0
Yucatán,2014,5,0,0,0,0
Zacatecas,2014,5,0,0,0,0
Aguascalientes,2014,6,0,0,0,0
Baja California,2014,6,3,5,13,18
Baja California Sur,2014,6,0,1,3,4
Campeche,2014,6,0,0,0,0
Coahuila,2014,6,0,0,0,0
Colima,2014,6,0,0,0,0
Chiapas,2014,6,0,0,0,0
Chihuahua,2014,6,0,0,0,0
Distrito Federal,2014,6,0,0,0,0
Durango,2014,6,0,0,0,0
Guanajuato,2014,6,0,0,0,0
Guerrero,2014,6,0,0,0,0
Hidalgo,2014,6,0,0,0,0
Jalisco,2014,6,0,0,0,0
México,2014,6,0,0,0,0
Michoacán,2014,6,3,1,4,5
Morelos,2014,6,0,0,0,0
Nayarit,2014,6,0,0,0,0
Nuevo León,2014,6,0,0,0,0
Oaxaca,2014,6,0,0,0,0
Puebla,2014,6,0,0,0,0
Querétaro,2014,6,0,0,0,0
Quintana Roo,2014,6,0,0,0,0
San Luis Potosí,2014,6,0,0,0,0
Sinaloa,2014,6,0,0,0,0
Sonora,2014,6,0,0,0,0
Tabasco,2014,6,0,0,0,0
Tamaulipas,2014,6,0,0,0,0
Tlaxcala,2014,6,0,0,0,0
Veracruz,2014,6,0,0,0,0
Yucatán,2014,6,0,0,0,0
Zacatecas,2014,6,0,0,0,0
Aguascalientes,2014,7,0,0,0,0
Baja California,2014,7,1,5,14,19
Baja California Sur,2014,7,0,1,3,4
Campeche,2014,7,0,0,0,0
Coahuila,2014,7,0,0,0,0
Colima,2014,7,0,0,0,0
Chiapas,2014,7,0,0,0,0
Chihuahua,2014,7,0,0,0,0
Distrito Federal,2014,7,0,0,0,0
Durango,2014,7,0,0,0,0
Guanajuato,2014,7,0,0,0,0
Guerrero,2014,7,0,0,0,0
Hidalgo,2014,7,0,0,0,0
Jalisco,2014,7,0,0,0,0
México,2014,7,0,0,0,0
Michoacán,2014,7,0,1,4,5
Morelos,2014,7,0,0,0,0
Nayarit,2014,7,0,0,0,0
Nuevo León,2014,7,0,0,0,0
Oaxaca,2014,7,0,0,0,0
Puebla,2014,7,0,0,0,0
Querétaro,2014,7,0,0,0,0
Quintana Roo,2014,7,0,0,0,0
San Luis Potosí,2014,7,0,0,0,0
Sinaloa,2014,7,0,0,0,0
Sonora,2014,7,0,0,0,0
Tabasco,2014,7,0,0,0,0
Tamaulipas,2014,7,0,0,0,0
Tlaxcala,2014,7,0,0,0,0
Veracruz,2014,7,0,0,0,0
Yucatán,2014,7,0,0,0,0
Zacatecas,2014,7,0,0,0,0
Aguascalientes,2014,8,0,0,0,0
Baja California,2014,8,0,5,14,19
Baja California Sur,2014,8,0,1,3,4
Campeche,2014,8,0,0,0,0
Coahuila,2014,8,0,0,0,0
Colima,2014,8,0,0,0,0
Chiapas,2014,8,0,0,0,0
Chihuahua,2014,8,0,0,0,0
Distrito Federal,2014,8,0,0,0,0
Durango,2014,8,0,0,0,0
Guanajuato,2014,8,0,0,0,0
Guerrero,2014,8,0,0,0,0
Hidalgo,2014,8,0,0,0,0
Jalisco,2014,8,0,0,0,0
México,2014,8,0,0,0,0
Michoacán,2014,8,0,1,4,5
Morelos,2014,8,0,0,0,0
Nayarit,2014,8,0,0,0,0
Nuevo León,2014,8,0,0,0,0
Oaxaca,2014,8,0,0,0,0
Puebla,2014,8,0,0,0,0
Querétaro,2014,8,0,0,0,0
Quintana Roo,2014,8,0,0,0,0
San Luis Potosí,2014,8,0,0,0,0
Sinaloa,2014,8,0,0,0,0
Sonora,2014,8,0,0,0,0
Tabasco,2014,8,0,0,0,0
Tamaulipas,2014,8,0,0,0,0
Tlaxcala,2014,8,0,0,0,0
Veracruz,2014,8,0,0,0,0
Yucatán,2014,8,0,0,0,0
Zacatecas,2014,8,0,0,0,0
Aguascalientes,2014,9,0,0,0,0
Baja California,2014,9,0,5,14,19
Baja California Sur,2014,9,0,1,3,4
Campeche,2014,9,0,0,0,0
Coahuila,2014,9,0,0,0,0
Colima,2014,9,0,0,0,0
Chiapas,2014,9,0,0,0,0
Chihuahua,2014,9,0,0,0,0
Distrito Federal,2014,9,0,0,0,0
Durango,2014,9,0,0,0,0
Guanajuato,2014,9,0,0,0,0
Guerrero,2014,9,0,0,0,0
Hidalgo,2014,9,0,0,0,0
Jalisco,2014,9,0,0,0,0
México,2014,9,0,0,0,0
Michoacán,2014,9,0,1,4,5
Morelos,2014,9,0,0,0,0
Nayarit,2014,9,0,0,0,0
Nuevo León,2014,9,0,0,0,0
Oaxaca,2014,9,0,0,0,0
Puebla,2014,9,0,0,0,0
Querétaro,2014,9,0,0,0,0
Quintana Roo,2014,9,0,0,0,0
San Luis Potosí,2014,9,0,0,0,0
Sinaloa,2014,9,0,0,0,0
Sonora,2014,9,0,0,0,0
Tabasco,2014,9,0,0,0,0
Tamaulipas,2014,9,0,0,0,0
Tlaxcala,2014,9,0,0,0,0
Veracruz,2014,9,0,0,0,0
Yucatán,2014,9,0,0,0,0
Zacatecas,2014,9,0,0,0,0
Aguascalientes,2014,10,0,0,0,0
Baja California,2014,10,0,5,14,19
Baja California Sur,2014,10,0,1,3,4
Campeche,2014,10,0,0,0,0
Coahuila,2014,10,4,4,0,4
Colima,2014,10,0,0,0,0
Chiapas,2014,10,0,0,0,0
Chihuahua,2014,10,0,0,0,0
Distrito Federal,2014,10,0,0,0,0
Durango,2014,10,0,0,0,0
Guanajuato,2014,10,0,0,0,0
Guerrero,2014,10,0,0,0,0
Hidalgo,2014,10,0,0,0,0
Jalisco,2014,10,0,0,0,0
México,2014,10,0,0,0,0
Michoacán,2014,10,0,1,3,4
Morelos,2014,10,0,0,0,0
Nayarit,2014,10,0,0,0,0
Nuevo León,2014,10,1,0,1,1
Oaxaca,2014,10,0,0,0,0
Puebla,2014,10,0,0,0,0
Querétaro,2014,10,0,0,0,0
Quintana Roo,2014,10,0,0,0,0
San Luis Potosí,2014,10,0,0,0,0
Sinaloa,2014,10,0,0,0,0
Sonora,2014,10,1,0,1,1
Tabasco,2014,10,0,0,0,0
Tamaulipas,2014,10,0,0,0,0
Tlaxcala,2014,10,0,0,0,0
Veracruz,2014,10,0,0,0,0
Yucatán,2014,10,0,0,0,0
Zacatecas,2014,10,0,0,0,0
Aguascalientes,2014,11,0,0,0,0
Baja California,2014,11,0,5,14,19
Baja California Sur,2014,11,0,1,3,4
Campeche,2014,11,0,0,0,0
Coahuila,2014,11,1,5,0,5
Colima,2014,11,0,0,0,0
Chiapas,2014,11,0,0,0,0
Chihuahua,2014,11,0,0,0,0
Distrito Federal,2014,11,0,0,0,0
Durango,2014,11,0,0,0,0
Guanajuato,2014,11,0,0,0,0
Guerrero,2014,11,0,0,0,0
Hidalgo,2014,11,0,0,0,0
Jalisco,2014,11,0,0,0,0
México,2014,11,0,0,0,0
Michoacán,2014,11,0,1,3,4
Morelos,2014,11,0,0,0,0
Nayarit,2014,11,0,0,0,0
Nuevo León,2014,11,0,0,1,1
Oaxaca,2014,11,0,0,0,0
Puebla,2014,11,0,0,0,0
Querétaro,2014,11,0,0,0,0
Quintana Roo,2014,11,0,0,0,0
San Luis Potosí,2014,11,0,0,0,0
Sinaloa,2014,11,0,0,0,0
Sonora,2014,11,3,1,3,4
Tabasco,2014,11,0,0,0,0
Tamaulipas,2014,11,0,0,0,0
Tlaxcala,2014,11,0,0,0,0
Veracruz,2014,11,0,0,0,0
Yucatán,2014,11,0,0,0,0
Zacatecas,2014,11,0,0,0,0
Aguascalientes,2014,12,0,0,0,0
Baja California,2014,12,0,5,14,19
Baja California Sur,2014,12,0,1,3,4
Campeche,2014,12,0,0,0,0
Coahuila,2014,12,2,5,2,7
Colima,2014,12,0,0,0,0
Chiapas,2014,12,0,0,0,0
Chihuahua,2014,12,0,0,0,0
Distrito Federal,2014,12,0,0,0,0
Durango,2014,12,0,0,0,0
Guanajuato,2014,12,0,0,0,0
Guerrero,2014,12,0,0,0,0
Hidalgo,2014,12,0,0,0,0
Jalisco,2014,12,0,0,0,0
México,2014,12,0,0,0,0
Michoacán,2014,12,0,1,2,3
Morelos,2014,12,0,0,0,0
Nayarit,2014,12,0,0,0,0
Nuevo León,2014,12,0,0,1,1
Oaxaca,2014,12,0,0,0,0
Puebla,2014,12,0,0,0,0
Querétaro,2014,12,0,0,0,0
Quintana Roo,2014,12,0,0,0,0
San Luis Potosí,2014,12,0,0,0,0
Sinaloa,2014,12,0,0,0,0
Sonora,2014,12,0,1,3,4
Tabasco,2014,12,0,0,0,0
Tamaulipas,2014,12,0,0,0,0
Tlaxcala,2014,12,0,0,0,0
Veracruz,2014,12,0,0,0,0
Yucatán,2014,12,0,0,0,0
Zacatecas,2014,12,0,0,0,0
Aguascalientes,2014,13,0,0,0,0
Baja California,2014,13,0,5,14,19
Baja California Sur,2014,13,0,1,3,4
Campeche,2014,13,0,0,0,0
Coahuila,2014,13,2,7,2,9
Colima,2014,13,0,0,0,0
Chiapas,2014,13,0,0,0,0
Chihuahua,2014,13,0,0,0,0
Distrito Federal,2014,13,0,0,0,0
Durango,2014,13,0,0,0,0
Guanajuato,2014,13,0,0,0,0
Guerrero,2014,13,1,1,0,1
Hidalgo,2014,13,0,0,0,0
Jalisco,2014,13,0,0,0,0
México,2014,13,0,0,0,0
Michoacán,2014,13,0,0,0,0
Morelos,2014,13,0,0,0,0
Nayarit,2014,13,0,0,0,0
Nuevo León,2014,13,0,0,2,2
Oaxaca,2014,13,0,0,0,0
Puebla,2014,13,0,0,0,0
Querétaro,2014,13,0,0,0,0
Quintana Roo,2014,13,0,0,0,0
San Luis Potosí,2014,13,0,0,0,0
Sinaloa,2014,13,0,0,0,0
Sonora,2014,13,2,1,5,6
Tabasco,2014,13,0,0,0,0
Tamaulipas,2014,13,0,0,0,0
Tlaxcala,2014,13,0,0,0,0
Veracruz,2014,13,0,0,0,0
Yucatán,2014,13,0,0,0,0
Zacatecas,2014,13,0,0,0,0
Aguascalientes,2014,14,0,0,0,0
Baja California,2014,14,0,5,14,19
Baja California Sur,2014,14,0,1,3,4
Campeche,2014,14,0,0,0,0
Coahuila,2014,14,2,9,5,14
Colima,2014,14,0,0,0,0
Chiapas,2014,14,0,0,0,0
Chihuahua,2014,14,0,0,0,0
Distrito Federal,2014,14,0,0,0,0
Durango,2014,14,0,0,0,0
Guanajuato,2014,14,0,0,0,0
Guerrero,2014,14,0,1,0,1
Hidalgo,2014,14,0,0,0,0
Jalisco,2014,14,0,0,0,0
México,2014,14,0,0,0,0
Michoacán,2014,14,0,0,0,0
Morelos,2014,14,0,0,0,0
Nayarit,2014,14,0,0,0,0
Nuevo León,2014,14,0,0,2,2
Oaxaca,2014,14,0,0,0,0
Puebla,2014,14,0,0,0,0
Querétaro,2014,14,0,0,0,0
Quintana Roo,2014,14,0,0,0,0
San Luis Potosí,2014,14,0,0,0,0
Sinaloa,2014,14,0,0,0,0
Sonora,2014,14,0,1,5,6
Tabasco,2014,14,0,0,0,0
Tamaulipas,2014,14,0,0,0,0
Tlaxcala,2014,14,0,0,0,0
Veracruz,2014,14,0,0,0,0
Yucatán,2014,14,0,0,0,0
Zacatecas,2014,14,0,0,0,0
Aguascalientes,2014,15,0,0,0,0
Baja California,2014,15,0,5,14,19
Baja California Sur,2014,15,0,1,3,4
Campeche,2014,15,0,0,0,0
Coahuila,2014,15,3,10,7,17
Colima,2014,15,0,0,0,0
Chiapas,2014,15,0,0,0,0
Chihuahua,2014,15,0,0,0,0
Distrito Federal,2014,15,0,0,0,0
Durango,2014,15,0,0,0,0
Guanajuato,2014,15,0,0,0,0
Guerrero,2014,15,0,1,0,1
Hidalgo,2014,15,0,0,0,0
Jalisco,2014,15,0,0,0,0
México,2014,15,0,0,0,0
Michoacán,2014,15,0,0,0,0
Morelos,2014,15,0,0,0,0
Nayarit,2014,15,0,0,0,0
Nuevo León,2014,15,0,0,2,2
Oaxaca,2014,15,0,0,0,0
Puebla,2014,15,0,0,0,0
Querétaro,2014,15,0,0,0,0
Quintana Roo,2014,15,0,0,0,0
San Luis Potosí,2014,15,0,0,0,0
Sinaloa,2014,15,0,0,0,0
Sonora,2014,15,1,1,6,7
Tabasco,2014,15,0,0,0,0
Tamaulipas,2014,15,0,0,0,0
Tlaxcala,2014,15,0,0,0,0
Veracruz,2014,15,0,0,0,0
Yucatán,2014,15,0,0,0,0
Zacatecas,2014,15,0,0,0,0
Aguascalientes,2014,16,0,0,0,0
Baja California,2014,16,0,5,14,19
Baja California Sur,2014,16,0,1,3,4
Campeche,2014,16,0,0,0,0
Coahuila,2014,16,1,11,7,18
Colima,2014,16,0,0,0,0
Chiapas,2014,16,0,0,0,0
Chihuahua,2014,16,0,0,0,0
Distrito Federal,2014,16,0,0,0,0
Durango,2014,16,0,0,0,0
Guanajuato,2014,16,0,0,0,0
Guerrero,2014,16,0,1,0,1
Hidalgo,2014,16,0,0,0,0
Jalisco,2014,16,0,0,0,0
México,2014,16,0,0,0,0
Michoacán,2014,16,0,0,0,0
Morelos,2014,16,0,0,0,0
Nayarit,2014,16,0,0,0,0
Nuevo León,2014,16,0,0,2,2
Oaxaca,2014,16,0,0,0,0
Puebla,2014,16,0,0,0,0
Querétaro,2014,16,0,0,0,0
Quintana Roo,2014,16,0,0,0,0
San Luis Potosí,2014,16,0,0,0,0
Sinaloa,2014,16,0,0,0,0
Sonora,2014,16,2,1,8,9
Tabasco,2014,16,0,0,0,0
Tamaulipas,2014,16,0,0,0,0
Tlaxcala,2014,16,0,0,0,0
Veracruz,2014,16,0,0,0,0
Yucatán,2014,16,0,0,0,0
Zacatecas,2014,16,0,0,0,0
Aguascalientes,2014,17,0,0,0,0
Baja California,2014,17,0,5,14,19
Baja California Sur,2014,17,0,1,3,4
Campeche,2014,17,0,0,0,0
Coahuila,2014,17,2,12,8,20
Colima,2014,17,0,0,0,0
Chiapas,2014,17,0,0,0,0
Chihuahua,2014,17,0,0,0,0
Distrito Federal,2014,17,0,0,0,0
Durango,2014,17,0,0,0,0
Guanajuato,2014,17,0,0,0,0
Guerrero,2014,17,0,1,0,1
Hidalgo,2014,17,0,0,0,0
Jalisco,2014,17,0,0,0,0
México,2014,17,0,0,0,0
Michoacán,2014,17,0,0,0,0
Morelos,2014,17,0,0,0,0
Nayarit,2014,17,0,0,0,0
Nuevo León,2014,17,0,0,4,4
Oaxaca,2014,17,0,0,0,0
Puebla,2014,17,0,0,0,0
Querétaro,2014,17,0,0,0,0
Quintana Roo,2014,17,0,0,0,0
San Luis Potosí,2014,17,0,0,0,0
Sinaloa,2014,17,0,0,0,0
Sonora,2014,17,1,1,9,10
Tabasco,2014,17,0,0,0,0
Tamaulipas,2014,17,0,0,0,0
Tlaxcala,2014,17,0,0,0,0
Veracruz,2014,17,0,0,0,0
Yucatán,2014,17,0,0,0,0
Zacatecas,2014,17,0,0,0,0
Aguascalientes,2014,18,0,0,0,0
Baja California,2014,18,0,5,14,19
Baja California Sur,2014,18,1,1,4,5
Campeche,2014,18,0,0,0,0
Coahuila,2014,18,2,12,10,22
Colima,2014,18,0,0,0,0
Chiapas,2014,18,0,0,0,0
Chihuahua,2014,18,0,0,0,0
Distrito Federal,2014,18,0,0,0,0
Durango,2014,18,0,0,0,0
Guanajuato,2014,18,0,0,0,0
Guerrero,2014,18,1,2,0,2
Hidalgo,2014,18,0,0,0,0
Jalisco,2014,18,0,0,0,0
México,2014,18,0,0,0,0
Michoacán,2014,18,0,0,0,0
Morelos,2014,18,0,0,0,0
Nayarit,2014,18,0,0,0,0
Nuevo León,2014,18,0,0,4,4
Oaxaca,2014,18,0,0,0,0
Puebla,2014,18,0,0,0,0
Querétaro,2014,18,0,0,0,0
Quintana Roo,2014,18,0,0,0,0
San Luis Potosí,2014,18,0,0,0,0
Sinaloa,2014,18,0,0,0,0
Sonora,2014,18,1,1,10,11
Tabasco,2014,18,0,0,0,0
Tamaulipas,2014,18,0,0,0,0
Tlaxcala,2014,18,0,0,0,0
Veracruz,2014,18,0,0,0,0
Yucatán,2014,18,0,0,0,0
Zacatecas,2014,18,0,0,0,0
Aguascalientes,2014,19,0,0,0,0
Baja California,2014,19,0,5,14,19
Baja California Sur,2014,19,0,1,4,5
Campeche,2014,19,0,0,0,0
Coahuila,2014,19,1,12,11,23
Colima,2014,19,0,0,0,0
Chiapas,2014,19,0,0,0,0
Chihuahua,2014,19,0,0,0,0
Distrito Federal,2014,19,0,0,0,0
Durango,2014,19,0,0,0,0
Guanajuato,2014,19,0,0,0,0
Guerrero,2014,19,0,2,0,2
Hidalgo,2014,19,0,0,0,0
Jalisco,2014,19,0,0,0,0
México,2014,19,0,0,0,0
Michoacán,2014,19,0,0,0,0
Morelos,2014,19,0,0,0,0
Nayarit,2014,19,0,0,0,0
Nuevo León,2014,19,0,0,4,4
Oaxaca,2014,19,0,0,0,0
Puebla,2014,19,0,0,0,0
Querétaro,2014,19,0,0,0,0
Quintana Roo,2014,19,0,0,0,0
San Luis Potosí,2014,19,0,0,0,0
Sinaloa,2014,19,0,0,0,0
Sonora,2014,19,1,1,11,12
Tabasco,2014,19,0,0,0,0
Tamaulipas,2014,19,0,0,0,0
Tlaxcala,2014,19,0,0,0,0
Veracruz,2014,19,0,0,0,0
Yucatán,2014,19,0,0,0,0
Zacatecas,2014,19,0,0,0,0
Aguascalientes,2014,20,0,0,0,0
Baja California,2014,20,3,6,16,22
Baja California Sur,2014,20,1,1,5,6
Campeche,2014,20,0,0,0,0
Coahuila,2014,20,1,13,11,24
Colima,2014,20,0,0,0,0
Chiapas,2014,20,0,0,0,0
Chihuahua,2014,20,0,0,0,0
Distrito Federal,2014,20,0,0,0,0
Durango,2014,20,0,0,0,0
Guanajuato,2014,20,0,0,0,0
Guerrero,2014,20,0,2,0,2
Hidalgo,2014,20,0,0,0,0
Jalisco,2014,20,0,0,0,0
México,2014,20,0,0,0,0
Michoacán,2014,20,0,0,0,0
Morelos,2014,20,0,0,0,0
Nayarit,2014,20,0,0,0,0
Nuevo León,2014,20,0,0,4,4
Oaxaca,2014,20,0,0,0,0
Puebla,2014,20,0,0,0,0
Querétaro,2014,20,0,0,0,0
Quintana Roo,2014,20,0,0,0,0
San Luis Potosí,2014,20,0,0,0,0
Sinaloa,2014,20,0,0,0,0
Sonora,2014,20,0,1,11,12
Tabasco,2014,20,0,0,0,0
Tamaulipas,2014,20,0,0,0,0
Tlaxcala,2014,20,0,0,0,0
Veracruz,2014,20,0,0,0,0
Yucatán,2014,20,0,0,0,0
Zacatecas,2014,20,0,0,0,0
Aguascalientes,2014,21,0,0,0,0
Baja California,2014,21,0,6,16,22
Baja California Sur,2014,21,0,1,5,6
Campeche,2014,21,0,0,0,0
Coahuila,2014,21,1,13,12,25
Colima,2014,21,0,0,0,0
Chiapas,2014,21,0,0,0,0
Chihuahua,2014,21,0,0,0,0
Distrito Federal,2014,21,0,0,0,0
Durango,2014,21,0,0,0,0
Guanajuato,2014,21,0,0,0,0
Guerrero,2014,21,0,2,0,2
Hidalgo,2014,21,0,0,0,0
Jalisco,2014,21,0,0,0,0
México,2014,21,0,0,0,0
Michoacán,2014,21,0,0,0,0
Morelos,2014,21,0,0,0,0
Nayarit,2014,21,0,0,0,0
Nuevo León,2014,21,0,0,4,4
Oaxaca,2014,21,0,0,0,0
Puebla,2014,21,0,0,0,0
Querétaro,2014,21,0,0,0,0
Quintana Roo,2014,21,0,0,0,0
San Luis Potosí,2014,21,0,0,0,0
Sinaloa,2014,21,0,0,0,0
Sonora,2014,21,0,1,11,12
Tabasco,2014,21,0,0,0,0
Tamaulipas,2014,21,0,0,0,0
Tlaxcala,2014,21,0,0,0,0
Veracruz,2014,21,0,0,0,0
Yucatán,2014,21,0,0,0,0
Zacatecas,2014,21,0,0,0,0
Aguascalientes,2014,22,0,0,0,0
Baja California,2014,22,3,5,13,18
Baja California Sur,2014,22,0,1,5,6
Campeche,2014,22,0,0,0,0
Coahuila,2014,22,2,13,14,27
Colima,2014,22,0,0,0,0
Chiapas,2014,22,0,0,0,0
Chihuahua,2014,22,0,0,0,0
Distrito Federal,2014,22,0,0,0,0
Durango,2014,22,0,0,0,0
Guanajuato,2014,22,0,0,0,0
Guerrero,2014,22,0,2,0,2
Hidalgo,2014,22,0,0,0,0
Jalisco,2014,22,0,0,0,0
México,2014,22,0,0,0,0
Michoacán,2014,22,0,0,0,0
Morelos,2014,22,0,0,0,0
Nayarit,2014,22,0,0,0,0
Nuevo León,2014,22,0,0,4,4
Oaxaca,2014,22,0,0,0,0
Puebla,2014,22,0,0,0,0
Querétaro,2014,22,0,0,0,0
Quintana Roo,2014,22,0,0,0,0
San Luis Potosí,2014,22,0,0,0,0
Sinaloa,2014,22,0,0,0,0
Sonora,2014,22,2,3,12,15
Tabasco,2014,22,0,0,0,0
Tamaulipas,2014,22,0,0,0,0
Tlaxcala,2014,22,0,0,0,0
Veracruz,2014,22,0,0,0,0
Yucatán,2014,22,0,0,0,0
Zacatecas,2014,22,0,0,0,0
Aguascalientes,2014,23,0,0,0,0
Baja California,2014,23,0,5,13,18
Baja California Sur,2014,23,1,1,6,7
Campeche,2014,23,0,0,0,0
Coahuila,2014,23,4,16,15,31
Colima,2014,23,0,0,0,0
Chiapas,2014,23,0,0,0,0
Chihuahua,2014,23,0,0,0,0
Distrito Federal,2014,23,0,0,0,0
Durango,2014,23,0,0,0,0
Guanajuato,2014,23,0,0,0,0
Guerrero,2014,23,0,2,0,2
Hidalgo,2014,23,0,0,0,0
Jalisco,2014,23,0,0,0,0
México,2014,23,0,0,0,0
Michoacán,2014,23,0,0,0,0
Morelos,2014,23,0,0,0,0
Nayarit,2014,23,0,0,0,0
Nuevo León,2014,23,0,0,4,4
Oaxaca,2014,23,0,0,0,0
Puebla,2014,23,0,0,0,0
Querétaro,2014,23,0,0,0,0
Quintana Roo,2014,23,0,0,0,0
San Luis Potosí,2014,23,0,0,0,0
Sinaloa,2014,23,0,0,0,0
Sonora,2014,23,3,5,13,18
Tabasco,2014,23,0,0,0,0
Tamaulipas,2014,23,0,0,0,0
Tlaxcala,2014,23,0,0,0,0
Veracruz,2014,23,0,0,0,0
Yucatán,2014,23,0,0,0,0
Zacatecas,2014,23,0,0,0,0
Aguascalientes,2014,24,0,0,0,0
Baja California,2014,24,3,7,14,21
Baja California Sur,2014,24,2,1,8,9
Campeche,2014,24,0,0,0,0
Coahuila,2014,24,0,16,15,31
Colima,2014,24,0,0,0,0
Chiapas,2014,24,0,0,0,0
Chihuahua,2014,24,0,0,0,0
Distrito Federal,2014,24,0,0,0,0
Durango,2014,24,0,0,0,0
Guanajuato,2014,24,0,0,0,0
Guerrero,2014,24,0,2,0,2
Hidalgo,2014,24,0,0,0,0
Jalisco,2014,24,0,0,0,0
México,2014,24,0,0,0,0
Michoacán,2014,24,0,0,0,0
Morelos,2014,24,0,0,0,0
Nayarit,2014,24,0,0,0,0
Nuevo León,2014,24,0,0,4,4
Oaxaca,2014,24,0,0,0,0
Puebla,2014,24,0,0,0,0
Querétaro,2014,24,0,0,0,0
Quintana Roo,2014,24,0,0,0,0
San Luis Potosí,2014,24,0,0,0,0
Sinaloa,2014,24,0,0,0,0
Sonora,2014,24,2,7,13,20
Tabasco,2014,24,0,0,0,0
Tamaulipas,2014,24,0,0,0,0
Tlaxcala,2014,24,0,0,0,0
Veracruz,2014,24,0,0,0,0
Yucatán,2014,24,0,0,0,0
Zacatecas,2014,24,0,0,1,1
Aguascalientes,2014,25,0,0,0,0
Baja California,2014,25,1,8,14,22
Baja California Sur,2014,25,0,1,8,9
Campeche,2014,25,0,0,0,0
Coahuila,2014,25,1,16,17,33
Colima,2014,25,0,0,0,0
Chiapas,2014,25,0,0,0,0
Chihuahua,2014,25,0,0,0,0
Distrito Federal,2014,25,0,0,0,0
Durango,2014,25,0,0,0,0
Guanajuato,2014,25,0,0,0,0
Guerrero,2014,25,0,2,0,2
Hidalgo,2014,25,0,0,0,0
Jalisco,2014,25,0,0,0,0
México,2014,25,0,0,0,0
Michoacán,2014,25,0,0,0,0
Morelos,2014,25,0,0,0,0
Nayarit,2014,25,0,0,0,0
Nuevo León,2014,25,0,0,4,4
Oaxaca,2014,25,0,0,0,0
Puebla,2014,25,0,0,0,0
Querétaro,2014,25,0,0,0,0
Quintana Roo,2014,25,0,0,0,0
San Luis Potosí,2014,25,0,0,0,0
Sinaloa,2014,25,0,0,0,0
Sonora,2014,25,2,7,15,22
Tabasco,2014,25,0,0,0,0
Tamaulipas,2014,25,0,0,0,0
Tlaxcala,2014,25,0,0,0,0
Veracruz,2014,25,0,0,0,0
Yucatán,2014,25,0,0,0,0
Zacatecas,2014,25,0,0,0,0
Aguascalientes,2014,26,0,0,0,0
Baja California,2014,26,0,10,17,27
Baja California Sur,2014,26,0,1,8,9
Campeche,2014,26,0,0,0,0
Coahuila,2014,26,1,16,18,34
Colima,2014,26,0,0,0,0
Chiapas,2014,26,0,0,0,0
Chihuahua,2014,26,0,0,0,0
Distrito Federal,2014,26,0,0,0,0
Durango,2014,26,0,0,0,0
Guanajuato,2014,26,0,0,0,0
Guerrero,2014,26,0,2,0,2
Hidalgo,2014,26,0,0,0,0
Jalisco,2014,26,0,0,0,0
México,2014,26,0,0,0,0
Michoacán,2014,26,0,0,0,0
Morelos,2014,26,0,0,0,0
Nayarit,2014,26,0,0,0,0
Nuevo León,2014,26,0,0,4,4
Oaxaca,2014,26,0,0,0,0
Puebla,2014,26,0,0,0,0
Querétaro,2014,26,0,0,0,0
Quintana Roo,2014,26,0,0,0,0
San Luis Potosí,2014,26,0,0,0,0
Sinaloa,2014,26,0,0,0,0
Sonora,2014,26,1,8,16,24
Tabasco,2014,26,0,0,0,0
Tamaulipas,2014,26,0,0,0,0
Tlaxcala,2014,26,0,0,0,0
Veracruz,2014,26,0,0,0,0
Yucatán,2014,26,0,0,0,0
Zacatecas,2014,26,0,0,0,0
Aguascalientes,2014,27,0,0,0,0
Baja California,2014,27,2,10,19,29
Baja California Sur,2014,27,2,2,9,11
