state,year,week,week_cases,m_accum,f_accum,cases_accum
Chiapas,2016,14,,,,
Chihuahua,2016,14,,,,
Ciudad de México,2016,14,,,,
Durango,2016,14,,,,
Guanajuato,2016,14,,,,
Guerrero,2016,14,,,,
Hidalgo,2016,14,,,,
Jalisco,2016,14,,,,
México,2016,14,,,,
Michoacán,2016,14,,,,
Morelos,2016,14,,,,
Nayarit,2016,14,,,,
Nuevo León,2016,14,,,3.0,
Oaxaca,2016,14,,,,
Puebla,2016,14,,,,
Querétaro,2016,14,,,,
Quintana Roo,2016,14,,,,
San Luis Potosí,2016,14,,,,
Sinaloa,2016,14,,,,
Sonora,2016,14,,1.0,1.0,
Tabasco,2016,14,,,,
Tamaulipas,2016,14,,,,
Tlaxcala,2016,14,,,,
Veracruz,2016,14,,1.0,1.0,
Yucatán,2016,14,,,,
Zacatecas,2016,14,,,,
Aguascalientes,2016,15,,,,
Baja California,2016,15,1.0,,3.0,
Baja California Sur,2016,15,,,,
Campeche,2016,15,1.0,1.0,,
Coahuila,2016,15,2.0,2.0,,
Colima,2016,15,,,,
Chiapas,2016,15,,,,
Chihuahua,2016,15,1.0,1.0,,
Ciudad de México,2016,15,,,,
Durango,2016,15,,,,
Guanajuato,2016,15,,,,
Guerrero,2016,15,,,,
Hidalgo,2016,15,,,,
Jalisco,2016,15,,,,
México,2016,15,,,,
Michoacán,2016,15,,,,
Morelos,2016,15,1.0,1.0,,
Nayarit,2016,15,,,,
Nuevo León,2016,15,1.0,,4.0,
Oaxaca,2016,15,,,,
Puebla,2016,15,,,,
Querétaro,2016,15,,,,
Quintana Roo,2016,15,,,,
San Luis Potosí,2016,15,,,,
Sinaloa,2016,15,,,,
Sonora,2016,15,3.0,2.0,4.0,
Tabasco,2016,15,,,,
Tamaulipas,2016,15,2.0,1.0,1.0,
Tlaxcala,2016,15,,,,
Veracruz,2016,15,,1.0,1.0,
Yucatán,2016,15,,,,
Zacatecas,2016,15,,,,
Aguascalientes,2016,16,,,,
Baja California,2016,16,,,3.0,
Baja California Sur,2016,16,,,,
Campeche,2016,16,,1.0,,
Coahuila,2016,16,,2.0,,
Colima,2016,16,,,,
Chiapas,2016,16,,,,
Chihuahua,2016,16,,1.0,,
Ciudad de México,2016,16,,,,
Durango,2016,16,,,,
Guanajuato,2016,16,,,,
Guerrero,2016,16,,,,
Hidalgo,2016,16,,,,
Jalisco,2016,16,,,,
México,2016,16,,,,
Michoacán,2016,16,,,,
Morelos,2016,16,,1.0,,
Nayarit,2016,16,,,,
Nuevo León,2016,16,,,4.0,
Oaxaca,2016,16,,,,
Puebla,2016,16,,,,
Querétaro,2016,16,,,,
Quintana Roo,2016,16,,,,
San Luis Potosí,2016,16,,,,
Sinaloa,2016,16,,,,
Sonora,2016,16,,2.0,4.0,
Tabasco,2016,16,,,,
Tamaulipas,2016,16,,1.0,1.0,
Tlaxcala,2016,16,,,,
Veracruz,2016,16,,1.0,1.0,
Yucatán,2016,16,,,,
Zacatecas,2016,16,,,,
Aguascalientes,2016,17,,,,
Baja California,2016,17,,,3.0,
Baja California Sur,2016,17,,,,
Campeche,2016,17,,1.0,,
Coahuila,2016,17,,2.0,,
Colima,2016,17,,,,
Chiapas,2016,17,,,,
Chihuahua,2016,17,2.0,2.0,1.0,
Ciudad de México,2016,17,,,,
Durango,2016,17,,,,
Guanajuato,2016,17,,,,
Guerrero,2016,17,,,,
Hidalgo,2016,17,,,,
Jalisco,2016,17,,,,
México,2016,17,,,,
Michoacán,2016,17,,,,
Morelos,2016,17,1.0,1.0,1.0,
Nayarit,2016,17,,,,
Nuevo León,2016,17,1.0,3.0,2.0,
Oaxaca,2016,17,,,,
Puebla,2016,17,,,,
Querétaro,2016,17,,,,
Quintana Roo,2016,17,,,,
San Luis Potosí,2016,17,,,,
Sinaloa,2016,17,2.0,,2.0,
Sonora,2016,17,3.0,5.0,4.0,
Tabasco,2016,17,,,,
Tamaulipas,2016,17,,1.0,1.0,
Tlaxcala,2016,17,,,,
Veracruz,2016,17,,1.0,1.0,
Yucatán,2016,17,,,,
Zacatecas,2016,17,,,,
Aguascalientes,2016,18,,,,
Baja California,2016,18,,,3.0,
Baja California Sur,2016,18,,,,
Campeche,2016,18,,1.0,,
Coahuila,2016,18,,2.0,,
Colima,2016,18,,,,
Chiapas,2016,18,,,,
Chihuahua,2016,18,,2.0,1.0,
Ciudad de México,2016,18,,,,
Durango,2016,18,,,,
Guanajuato,2016,18,,,,
Guerrero,2016,18,,,,
Hidalgo,2016,18,,,,
Jalisco,2016,18,,,,
México,2016,18,,,,
Michoacán,2016,18,,,,
Morelos,2016,18,,1.0,1.0,
Nayarit,2016,18,,,,
Nuevo León,2016,18,1.0,3.0,3.0,
Oaxaca,2016,18,,,,
Puebla,2016,18,,,,
Querétaro,2016,18,,,,
Quintana Roo,2016,18,,,,
San Luis Potosí,2016,18,,,,
Sinaloa,2016,18,2.0,,4.0,
Sonora,2016,18,,5.0,4.0,
Tabasco,2016,18,,,,
Tamaulipas,2016,18,,1.0,1.0,
Tlaxcala,2016,18,,,,
Veracruz,2016,18,,1.0,1.0,
Yucatán,2016,18,,,,
Zacatecas,2016,18,,,,
Aguascalientes,2016,19,,,,
Baja California,2016,19,,,3.0,
Baja California Sur,2016,19,,,,
Campeche,2016,19,,1.0,,
Coahuila,2016,19,,2.0,,
Colima,2016,19,,,,
Chiapas,2016,19,,,,
Chihuahua,2016,19,,2.0,1.0,
Ciudad de México,2016,19,,,,
Durango,2016,19,,,,
Guanajuato,2016,19,,,,
Guerrero,2016,19,,,,
Hidalgo,2016,19,,,,
Jalisco,2016,19,1.0,,1.0,
México,2016,19,,,,
Michoacán,2016,19,1.0,,1.0,
Morelos,2016,19,,1.0,1.0,
Nayarit,2016,19,,,,
Nuevo León,2016,19,,3.0,3.0,
Oaxaca,2016,19,,,,
Puebla,2016,19,,,,
Querétaro,2016,19,,,,
Quintana Roo,2016,19,,,,
San Luis Potosí,2016,19,,,,
Sinaloa,2016,19,,,4.0,
Sonora,2016,19,,5.0,4.0,
Tabasco,2016,19,,,,
Tamaulipas,2016,19,,1.0,1.0,
Tlaxcala,2016,19,,,,
Veracruz,2016,19,1.0,1.0,2.0,
Yucatán,2016,19,,,,
Zacatecas,2016,19,,,,
Aguascalientes,2016,20,,,,
Baja California,2016,20,,,3.0,
Baja California Sur,2016,20,1.0,,1.0,
Campeche,2016,20,,1.0,,
Coahuila,2016,20,,2.0,,
Colima,2016,20,,,,
Chiapas,2016,20,,,,
Chihuahua,2016,20,,2.0,1.0,
Ciudad de México,2016,20,,,,
Durango,2016,20,,,,
Guanajuato,2016,20,,,,
Guerrero,2016,20,,,,
Hidalgo,2016,20,,,,
Jalisco,2016,20,1.0,,2.0,
México,2016,20,,,,
Michoacán,2016,20,,,1.0,
Morelos,2016,20,1.0,2.0,1.0,
Nayarit,2016,20,,,,
Nuevo León,2016,20,,3.0,3.0,
Oaxaca,2016,20,,,,
Puebla,2016,20,,,,
Querétaro,2016,20,,,,
Quintana Roo,2016,20,,,,
San Luis Potosí,2016,20,,,,
Sinaloa,2016,20,1.0,,5.0,
Sonora,2016,20,1.0,6.0,4.0,
Tabasco,2016,20,,,,
Tamaulipas,2016,20,1.0,2.0,1.0,
Tlaxcala,2016,20,,,,
Veracruz,2016,20,,1.0,2.0,
Yucatán,2016,20,,,,
Zacatecas,2016,20,,,,
Aguascalientes,2016,21,,,,
Baja California,2016,21,,,3.0,
Baja California Sur,2016,21,,,1.0,
Campeche,2016,21,,1.0,,
Coahuila,2016,21,,2.0,,
Colima,2016,21,,,,
Chiapas,2016,21,1.0,1.0,,
Chihuahua,2016,21,,2.0,1.0,
Ciudad de México,2016,21,,,,
Durango,2016,21,,,,
Guanajuato,2016,21,,,,
Guerrero,2016,21,,,,
Hidalgo,2016,21,,,,
Jalisco,2016,21,1.0,1.0,2.0,
México,2016,21,,,,
Michoacán,2016,21,,,1.0,
Morelos,2016,21,,2.0,1.0,
Nayarit,2016,21,,,,
Nuevo León,2016,21,,3.0,3.0,
Oaxaca,2016,21,,,,
Puebla,2016,21,,,,
Querétaro,2016,21,,,,
Quintana Roo,2016,21,,,,
San Luis Potosí,2016,21,,,,
Sinaloa,2016,21,,,5.0,
Sonora,2016,21,1.0,6.0,5.0,
Tabasco,2016,21,,,,
Tamaulipas,2016,21,,2.0,1.0,
Tlaxcala,2016,21,,,,
Veracruz,2016,21,1.0,1.0,3.0,
Yucatán,2016,21,,,,
Zacatecas,2016,21,,,,
Aguascalientes,2016,22,,,,
Baja California,2016,22,,,3.0,
Baja California Sur,2016,22,,,1.0,
Campeche,2016,22,,1.0,,
Coahuila,2016,22,,2.0,,
Colima,2016,22,,,,
Chiapas,2016,22,,1.0,,
Chihuahua,2016,22,,2.0,1.0,
Ciudad de México,2016,22,,,,
Durango,2016,22,,,,
Guanajuato,2016,22,,,,
Guerrero,2016,22,,,,
Hidalgo,2016,22,,,,
Jalisco,2016,22,,1.0,2.0,
México,2016,22,,,,
Michoacán,2016,22,,,1.0,
Morelos,2016,22,,2.0,1.0,
Nayarit,2016,22,,,,
Nuevo León,2016,22,,3.0,3.0,
Oaxaca,2016,22,,,,
Puebla,2016,22,,,,
Querétaro,2016,22,,,,
Quintana Roo,2016,22,,,,
San Luis Potosí,2016,22,,,,
Sinaloa,2016,22,,,5.0,
Sonora,2016,22,1.0,7.0,5.0,
Tabasco,2016,22,,,,
Tamaulipas,2016,22,,2.0,1.0,
Tlaxcala,2016,22,,,,
Veracruz,2016,22,,1.0,3.0,
Yucatán,2016,22,,,,
Zacatecas,2016,22,,,,
Aguascalientes,2016,23,,,,
Baja California,2016,23,1.0,1.0,3.0,
Baja California Sur,2016,23,,,1.0,
Campeche,2016,23,,1.0,,
Coahuila,2016,23,,2.0,,
Colima,2016,23,,,,
Chiapas,2016,23,,1.0,,
Chihuahua,2016,23,,2.0,1.0,
Ciudad de México,2016,23,,,,
Durango,2016,23,,,,
Guanajuato,2016,23,,,,
Guerrero,2016,23,,,,
Hidalgo,2016,23,,,,
Jalisco,2016,23,,1.0,2.0,
México,2016,23,,,,
Michoacán,2016,23,,,1.0,
Morelos,2016,23,2.0,4.0,1.0,
Nayarit,2016,23,,,,
Nuevo León,2016,23,,3.0,3.0,
Oaxaca,2016,23,,,,
Puebla,2016,23,,,,
Querétaro,2016,23,,,,
Quintana Roo,2016,23,,,,
San Luis Potosí,2016,23,,,,
Sinaloa,2016,23,,,5.0,
Sonora,2016,23,1.0,7.0,6.0,
Tabasco,2016,23,,,,
Tamaulipas,2016,23,,2.0,1.0,
Tlaxcala,2016,23,,,,
Veracruz,2016,23,,1.0,3.0,
Yucatán,2016,23,,,,
Zacatecas,2016,23,,,,
Aguascalientes,2016,24,,,,
Baja California,2016,24,,1.0,3.0,
Baja California Sur,2016,24,,,1.0,
Campeche,2016,24,,1.0,,
Coahuila,2016,24,,2.0,,
Colima,2016,24,,,,
Chiapas,2016,24,,1.0,,
Chihuahua,2016,24,,2.0,1.0,
Ciudad de México,2016,24,,,,
Durango,2016,24,,,,
Guanajuato,2016,24,,,,
Guerrero,2016,24,,,,
Hidalgo,2016,24,,,,
Jalisco,2016,24,,1.0,2.0,
México,2016,24,,,,
Michoacán,2016,24,,,1.0,
Morelos,2016,24,,4.0,1.0,
Nayarit,2016,24,,,,
Nuevo León,2016,24,,3.0,3.0,
Oaxaca,2016,24,,,,
Puebla,2016,24,,,,
Querétaro,2016,24,,,,
Quintana Roo,2016,24,,,,
San Luis Potosí,2016,24,,,,
Sinaloa,2016,24,,,5.0,
Sonora,2016,24,1.0,7.0,7.0,
Tabasco,2016,24,,,,
Tamaulipas,2016,24,,2.0,1.0,
Tlaxcala,2016,24,,,,
Veracruz,2016,24,,1.0,3.0,
Yucatán,2016,24,,,,
Zacatecas,2016,24,,,,
Aguascalientes,2016,25,,,,
Baja California,2016,25,,1.0,3.0,
Baja California Sur,2016,25,,,1.0,
Campeche,2016,25,,1.0,,
Coahuila,2016,25,,2.0,,
Colima,2016,25,,,,
Chiapas,2016,25,,1.0,,
Chihuahua,2016,25,1.0,3.0,1.0,
Ciudad de México,2016,25,,,,
Durango,2016,25,,,,
Guanajuato,2016,25,,,,
Guerrero,2016,25,,,,
Hidalgo,2016,25,,,,
Jalisco,2016,25,,1.0,2.0,
México,2016,25,,,,
Michoacán,2016,25,,,1.0,
Morelos,2016,25,1.0,4.0,2.0,
Nayarit,2016,25,,,,
Nuevo León,2016,25,2.0,4.0,4.0,
Oaxaca,2016,25,,,,
Puebla,2016,25,,,,
Querétaro,2016,25,,,,
Quintana Roo,2016,25,,,,
San Luis Potosí,2016,25,,,,
Sinaloa,2016,25,,,5.0,
Sonora,2016,25,1.0,8.0,7.0,
Tabasco,2016,25,,,,
Tamaulipas,2016,25,,2.0,1.0,
Tlaxcala,2016,25,,,,
Veracruz,2016,25,,1.0,3.0,
Yucatán,2016,25,,,,
Zacatecas,2016,25,,,,
Aguascalientes,2016,26,,,,
Baja California,2016,26,,1.0,3.0,
Baja California Sur,2016,26,,,1.0,
Campeche,2016,26,,1.0,,
Coahuila,2016,26,,2.0,,
Colima,2016,26,,,,
Chiapas,2016,26,,1.0,,
Chihuahua,2016,26,,3.0,1.0,
Ciudad de México,2016,26,,,,
Durango,2016,26,,,,
Guanajuato,2016,26,,,,
Guerrero,2016,26,,,,
Hidalgo,2016,26,,,,
Jalisco,2016,26,,1.0,2.0,
México,2016,26,,,,
Michoacán,2016,26,,,1.0,
Morelos,2016,26,1.0,4.0,3.0,
Nayarit,2016,26,,,,
Nuevo León,2016,26,,4.0,4.0,
Oaxaca,2016,26,,,,
Puebla,2016,26,,,,
Querétaro,2016,26,,,,
Quintana Roo,2016,26,,,,
San Luis Potosí,2016,26,,,,
Sinaloa,2016,26,,,5.0,
Sonora,2016,26,,8.0,7.0,
Tabasco,2016,26,,,,
Tamaulipas,2016,26,,2.0,1.0,
Tlaxcala,2016,26,,,,
Veracruz,2016,26,,1.0,3.0,
Yucatán,2016,26,,,,
Zacatecas,2016,26,,,,
Aguascalientes,2016,27,,,,
Baja California,2016,27,,1.0,3.0,
Baja California Sur,2016,27,,,1.0,
Campeche,2016,27,,1.0,,
Coahuila,2016,27,,2.0,,
Colima,2016,27,,,,
Chiapas,2016,27,,1.0,,
Chihuahua,2016,27,,3.0,1.0,
Ciudad de México,2016,27,,,,
Durango,2016,27,,,,
Guanajuato,2016,27,,,,
Guerrero,2016,27,,,,
Hidalgo,2016,27,,,,
Jalisco,2016,27,,1.0,2.0,
México,2016,27,,,,
Michoacán,2016,27,1.0,1.0,1.0,
Morelos,2016,27,,4.0,3.0,
Nayarit,2016,27,,,,
Nuevo León,2016,27,,4.0,4.0,
Oaxaca,2016,27,,,,
Puebla,2016,27,,,,
Querétaro,2016,27,,,,
Quintana Roo,2016,27,,,,
San Luis Potosí,2016,27,,,,
Sinaloa,2016,27,2.0,,7.0,
Sonora,2016,27,1.0,8.0,8.0,
Tabasco,2016,27,,,,
Tamaulipas,2016,27,,2.0,1.0,
Tlaxcala,2016,27,,,,
Veracruz,2016,27,,1.0,3.0,
Yucatán,2016,27,,,,
Zacatecas,2016,27,,,,
Aguascalientes,2016,28,,,,
Baja California,2016,28,,1.0,3.0,
Baja California Sur,2016,28,,,1.0,
Campeche,2016,28,,1.0,,
Coahuila,2016,28,,2.0,,
Colima,2016,28,,,,
Chiapas,2016,28,,1.0,,
Chihuahua,2016,28,,3.0,1.0,
Ciudad de México,2016,28,,,,
Durango,2016,28,,,,
Guanajuato,2016,28,,,,
Guerrero,2016,28,,,,
Hidalgo,2016,28,,,,
Jalisco,2016,28,,1.0,2.0,
México,2016,28,,,,
Michoacán,2016,28,,1.0,1.0,
Morelos,2016,28,,4.0,3.0,
Nayarit,2016,28,,,,
Nuevo León,2016,28,,4.0,4.0,
Oaxaca,2016,28,,,,
Puebla,2016,28,,,,
Querétaro,2016,28,,,,
Quintana Roo,2016,28,,,,
San Luis Potosí,2016,28,,,,
Sinaloa,2016,28,,,7.0,
Sonora,2016,28,,8.0,8.0,
Tabasco,2016,28,,,,
Tamaulipas,2016,28,,2.0,1.0,
Tlaxcala,2016,28,,,,
Veracruz,2016,28,,1.0,3.0,
Yucatán,2016,28,,,,
Zacatecas,2016,28,,,,
Aguascalientes,2016,29,,,,
Baja California,2016,29,,1.0,3.0,
Baja California Sur,2016,29,,,1.0,
Campeche,2016,29,,1.0,,
Coahuila,2016,29,,2.0,,
Colima,2016,29,,,,
Chiapas,2016,29,,1.0,,
Chihuahua,2016,29,,3.0,1.0,
Ciudad de México,2016,29,,,,
Durango,2016,29,,,,
Guanajuato,2016,29,,,,
Guerrero,2016,29,,,,
Hidalgo,2016,29,,,,
Jalisco,2016,29,,1.0,2.0,
México,2016,29,,,,
Michoacán,2016,29,,1.0,1.0,
Morelos,2016,29,,4.0,3.0,
Nayarit,2016,29,,,,
Nuevo León,2016,29,,4.0,4.0,
Oaxaca,2016,29,,,,
Puebla,2016,29,,,,
Querétaro,2016,29,,,,
Quintana Roo,2016,29,,,,
San Luis Potosí,2016,29,,,,
Sinaloa,2016,29,,,7.0,
Sonora,2016,29,,8.0,8.0,
Tabasco,2016,29,,,,
Tamaulipas,2016,29,,2.0,1.0,
Tlaxcala,2016,29,,,,
Veracruz,2016,29,,1.0,3.0,
Yucatán,2016,29,,,,
Zacatecas,2016,29,,,,
Aguascalientes,2016,30,,,,
Baja California,2016,30,,1.0,3.0,
Baja California Sur,2016,30,,,1.0,
Campeche,2016,30,,1.0,,
Coahuila,2016,30,,2.0,,
Colima,2016,30,,,,
Chiapas,2016,30,,1.0,,
Chihuahua,2016,30,,3.0,1.0,
Ciudad de México,2016,30,,,,
Durango,2016,30,,,,
Guanajuato,2016,30,,,,
Guerrero,2016,30,,,,
Hidalgo,2016,30,,,,
Jalisco,2016,30,,1.0,2.0,
México,2016,30,,,,
Michoacán,2016,30,,1.0,1.0,
Morelos,2016,30,,4.0,3.0,
Nayarit,2016,30,,,,
Nuevo León,2016,30,,4.0,4.0,
Oaxaca,2016,30,,,,
Puebla,2016,30,,,,
Querétaro,2016,30,,,,
Quintana Roo,2016,30,,,,
San Luis Potosí,2016,30,,,,
Sinaloa,2016,30,,,7.0,
Sonora,2016,30,,8.0,8.0,
Tabasco,2016,30,,,,
Tamaulipas,2016,30,,2.0,1.0,
Tlaxcala,2016,30,,,,
Veracruz,2016,30,,1.0,3.0,
Yucatán,2016,30,,,,
Zacatecas,2016,30,,,,
Aguascalientes,2016,31,,,,
Baja California,2016,31,,1.0,3.0,
Baja California Sur,2016,31,,,1.0,
Campeche,2016,31,,1.0,,
Coahuila,2016,31,,2.0,,
Colima,2016,31,,,,
Chiapas,2016,31,,1.0,,
Chihuahua,2016,31,,3.0,1.0,
Ciudad de México,2016,31,,,,
Durango,2016,31,,,,
Guanajuato,2016,31,,,,
Guerrero,2016,31,,,,
Hidalgo,2016,31,,,,
Jalisco,2016,31,,1.0,2.0,
México,2016,31,,,,
Michoacán,2016,31,,1.0,1.0,
Morelos,2016,31,,4.0,3.0,
Nayarit,2016,31,,,,
Nuevo León,2016,31,,4.0,4.0,
Oaxaca,2016,31,,,,
Puebla,2016,31,,,,
Querétaro,2016,31,,,,
Quintana Roo,2016,31,,,,
San Luis Potosí,2016,31,,,,
Sinaloa,2016,31,,,7.0,
Sonora,2016,31,,8.0,8.0,
Tabasco,2016,31,,,,
Tamaulipas,2016,31,,2.0,1.0,
Tlaxcala,2016,31,,,,
Veracruz,2016,31,,1.0,3.0,
Yucatán,2016,31,,,,
Zacatecas,2016,31,,,,
Aguascalientes,2016,32,,,,
Baja California,2016,32,,1.0,3.0,
Baja California Sur,2016,32,,,1.0,
Campeche,2016,32,,1.0,,
Coahuila,2016,32,,2.0,,
Colima,2016,32,,,,
Chiapas,2016,32,,1.0,,
Chihuahua,2016,32,,3.0,1.0,
Ciudad de México,2016,32,,,,
Durango,2016,32,,,,
Guanajuato,2016,32,,,,
Guerrero,2016,32,,,,
Hidalgo,2016,32,,,,
Jalisco,2016,32,,1.0,2.0,
México,2016,32,,,,
Michoacán,2016,32,,1.0,1.0,
Morelos,2016,32,,4.0,3.0,
Nayarit,2016,32,,,,
Nuevo León,2016,32,,4.0,4.0,
Oaxaca,2016,32,,,,
Puebla,2016,32,,,,
Querétaro,2016,32,,,,
Quintana Roo,2016,32,,,,
San Luis Potosí,2016,32,,,,
Sinaloa,2016,32,,,7.0,
Sonora,2016,32,,8.0,8.0,
Tabasco,2016,32,,,,
Tamaulipas,2016,32,,2.0,1.0,
Tlaxcala,2016,32,,,,
Veracruz,2016,32,,1.0,3.0,
Yucatán,2016,32,,,,
Zacatecas,2016,32,,,,
Aguascalientes,2016,33,,,,
Baja California,2016,33,,1.0,3.0,
Baja California Sur,2016,33,,,1.0,
Campeche,2016,33,,1.0,,
Coahuila,2016,33,,2.0,,
Colima,2016,33,,,,
Chiapas,2016,33,,1.0,,
Chihuahua,2016,33,,3.0,1.0,
Ciudad de México,2016,33,,,,
Durango,2016,33,,,,
Guanajuato,2016,33,,,,
Guerrero,2016,33,,,,
Hidalgo,2016,33,,,,
Jalisco,2016,33,,1.0,2.0,
México,2016,33,,,,
Michoacán,2016,33,,1.0,1.0,
Morelos,2016,33,,4.0,3.0,
Nayarit,2016,33,,,,
Nuevo León,2016,33,,4.0,4.0,
Oaxaca,2016,33,,,,
Puebla,2016,33,,,,
Querétaro,2016,33,,,,
Quintana Roo,2016,33,,,,
San Luis Potosí,2016,33,,,,
Sinaloa,2016,33,,,7.0,
Sonora,2016,33,,8.0,8.0,
Tabasco,2016,33,,,,
Tamaulipas,2016,33,,2.0,1.0,
Tlaxcala,2016,33,,,,
Veracruz,2016,33,,1.0,3.0,
Yucatán,2016,33,,,,
Zacatecas,2016,33,,,,
Aguascalientes,2016,34,,,,
Baja California,2016,34,,1.0,3.0,
Baja California Sur,2016,34,,,1.0,
Campeche,2016,34,,1.0,,
Coahuila,2016,34,,2.0,,
Colima,2016,34,,,,
Chiapas,2016,34,,1.0,,
Chihuahua,2016,34,,3.0,1.0,
Ciudad de México,2016,34,,,,
Durango,2016,34,,,,
Guanajuato,2016,34,,,,
Guerrero,2016,34,,,,
Hidalgo,2016,34,,,,
Jalisco,2016,34,,1.0,2.0,
México,2016,34,,,,
Michoacán,2016,34,,1.0,1.0,
Morelos,2016,34,,4.0,3.0,
Nayarit,2016,34,,,,
Nuevo León,2016,34,,4.0,4.0,
Oaxaca,2016,34,,,,
Puebla,2016,34,,,,
Querétaro,2016,34,,,,
Quintana Roo,2016,34,,,,
San Luis Potosí,2016,34,,,,
Sinaloa,2016,34,,,7.0,
Sonora,2016,34,,8.0,8.0,
Tabasco,2016,34,,,,
Tamaulipas,2016,34,,2.0,1.0,
Tlaxcala,2016,34,,,,
Veracruz,2016,34,,1.0,3.0,
Yucatán,2016,34,,,,
Zacatecas,2016,34,,,,
Aguascalientes,2016,35,,,,
Baja California,2016,35,,1.0,3.0,
Baja California Sur,2016,35,,,1.0,
Campeche,2016,35,,1.0,,
Coahuila,2016,35,,2.0,,
Colima,2016,35,,,,
Chiapas,2016,35,,1.0,,
Chihuahua,2016,35,,3.0,1.0,
Ciudad de México,2016,35,,,,
Durango,2016,35,,,,
Guanajuato,2016,35,,,,
Guerrero,2016,35,,,,
Hidalgo,2016,35,,,,
Jalisco,2016,35,,1.0,2.0,
México,2016,35,,,,
Michoacán,2016,35,,1.0,1.0,
Morelos,2016,35,,4.0,3.0,
Nayarit,2016,35,,,,
Nuevo León,2016,35,,4.0,4.0,
Oaxaca,2016,35,,,,
Puebla,2016,35,,,,
Querétaro,2016,35,,,,
Quintana Roo,2016,35,,,,
San Luis Potosí,2016,35,,,,
Sinaloa,2016,35,,,7.0,
Sonora,2016,35,,8.0,8.0,
Tabasco,2016,35,,,,
Tamaulipas,2016,35,,2.0,1.0,
Tlaxcala,2016,35,,,,
Veracruz,2016,35,,1.0,3.0,
Yucatán,2016,35,,,,
Zacatecas,2016,35,,,,
Aguascalientes,2016,36,,,,
Baja California,2016,36,,1.0,3.0,
Baja California Sur,2016,36,,,1.0,
Campeche,2016,36,,1.0,,
Coahuila,2016,36,,2.0,,
Colima,2016,36,,,,
Chiapas,2016,36,,1.0,,
Chihuahua,2016,36,,3.0,1.0,
Ciudad de México,2016,36,,,,
Durango,2016,36,,,,
Guanajuato,2016,36,,,,
Guerrero,2016,36,,,,
Hidalgo,2016,36,,,,
Jalisco,2016,36,,1.0,2.0,
México,2016,36,,,,
Michoacán,2016,36,,1.0,1.0,
Morelos,2016,36,,4.0,3.0,
Nayarit,2016,36,,,,
Nuevo León,2016,36,,4.0,4.0,
Oaxaca,2016,36,,,,
Puebla,2016,36,,,,
Querétaro,2016,36,,,,
Quintana Roo,2016,36,,,,
San Luis Potosí,2016,36,,,,
Sinaloa,2016,36,,,7.0,
Sonora,2016,36,,8.0,8.0,
Tabasco,2016,36,,,,
Tamaulipas,2016,36,,2.0,1.0,
Tlaxcala,2016,36,,,,
Veracruz,2016,36,,1.0,3.0,
Yucatán,2016,36,,,,
Zacatecas,2016,36,,,,
Aguascalientes,2016,37,,,,
Baja California,2016,37,,1.0,3.0,
Baja California Sur,2016,37,,,1.0,
Campeche,2016,37,,1.0,,
Coahuila,2016,37,,2.0,,
Colima,2016,37,,,,
Chiapas,2016,37,,1.0,,
Chihuahua,2016,37,,3.0,1.0,
Ciudad de México,2016,37,,,,
Durango,2016,37,,,,
Guanajuato,2016,37,,,,
Guerrero,2016,37,,,,
Hidalgo,2016,37,,,,
Jalisco,2016,37,,1.0,2.0,
México,2016,37,,,,
Michoacán,2016,37,,1.0,1.0,
Morelos,2016,37,,4.0,3.0,
Nayarit,2016,37,,,,
Nuevo León,2016,37,,4.0,4.0,
Oaxaca,2016,37,,,,
Puebla,2016,37,,,,
Querétaro,2016,37,,,,
Quintana Roo,2016,37,,,,
San Luis Potosí,2016,37,,,,
Sinaloa,2016,37,,,7.0,
Sonora,2016,37,,8.0,8.0,
Tabasco,2016,37,,,,
Tamaulipas,2016,37,,2.0,1.0,
Tlaxcala,2016,37,,,,
Veracruz,2016,37,,1.0,3.0,
Yucatán,2016,37,,,,
Zacatecas,2016,37,,,,
Aguascalientes,2016,38,,,,
Baja California,2016,38,,1.0,3.0,
Baja California Sur,2016,38,,,1.0,
Campeche,2016,38,,1.0,,
Coahuila,2016,38,,2.0,,
Colima,2016,38,,,,
Chiapas,2016,38,,1.0,,
Chihuahua,2016,38,,3.0,1.0,
Ciudad de México,2016,38,,,,
Durango,2016,38,,,,
Guanajuato,2016,38,,,,
Guerrero,2016,38,,,,
Hidalgo,2016,38,,,,
Jalisco,2016,38,,1.0,2.0,
México,2016,38,,,,
Michoacán,2016,38,,1.0,1.0,
Morelos,2016,38,,4.0,3.0,
Nayarit,2016,38,,,,
Nuevo León,2016,38,,4.0,4.0,
Oaxaca,2016,38,,,,
Puebla,2016,38,,,,
Querétaro,2016,38,,,,
Quintana Roo,2016,38,,,,
San Luis Potosí,2016,38,,,,
Sinaloa,2016,38,,,7.0,
Sonora,2016,38,,8.0,8.0,
Tabasco,2016,38,,,,
Tamaulipas,2016,38,,2.0,1.0,
Tlaxcala,2016,38,,,,
Veracruz,2016,38,,1.0,3.0,
Yucatán,2016,38,,,,
Zacatecas,2016,38,,,,
Aguascalientes,2016,39,,,,
Baja California,2016,39,,1.0,3.0,
Baja California Sur,2016,39,,,1.0,
Campeche,2016,39,,1.0,,
Coahuila,2016,39,,2.0,,
Colima,2016,39,,,,
Chiapas,2016,39,,1.0,,
Chihuahua,2016,39,,3.0,1.0,
Ciudad de México,2016,39,,,,
Durango,2016,39,,,,
Guanajuato,2016,39,,,,
